acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
0.841,https://api.spotify.com/v1/audio-analysis/0hkM4rIVMrPi4BTs9aUSO2,0.378,222527,0.256,0hkM4rIVMrPi4BTs9aUSO2,0.0,4,0.0854,-8.899,1,0.0336,0,123.828,4,https://api.spotify.com/v1/tracks/0hkM4rIVMrPi4BTs9aUSO2,audio_features,spotify:track:0hkM4rIVMrPi4BTs9aUSO2,0.359
0.0707,https://api.spotify.com/v1/audio-analysis/7x7XrTLGDPDf89eF2FOjxt,0.645,261409,0.784,7x7XrTLGDPDf89eF2FOjxt,4.72e-06,0,0.132,-5.816,0,0.0341,0,133.984,4,https://api.spotify.com/v1/tracks/7x7XrTLGDPDf89eF2FOjxt,audio_features,spotify:track:7x7XrTLGDPDf89eF2FOjxt,0.42
0.0712,https://api.spotify.com/v1/audio-analysis/0gxqIAGlKX0IttVSDTI3cm,0.505,240179,0.736,0gxqIAGlKX0IttVSDTI3cm,1.41e-06,11,0.457,-6.419,1,0.0286,0,106.939,4,https://api.spotify.com/v1/tracks/0gxqIAGlKX0IttVSDTI3cm,audio_features,spotify:track:0gxqIAGlKX0IttVSDTI3cm,0.232
0.25,https://api.spotify.com/v1/audio-analysis/3qo7zbiYGoQMnJ5s4fAoJd,0.371,231214,0.588,3qo7zbiYGoQMnJ5s4fAoJd,1.41e-05,11,0.105,-5.918,1,0.0375,0,139.686,4,https://api.spotify.com/v1/tracks/3qo7zbiYGoQMnJ5s4fAoJd,audio_features,spotify:track:3qo7zbiYGoQMnJ5s4fAoJd,0.153
0.00758,https://api.spotify.com/v1/audio-analysis/0O4dnQqbR3yUZSqu8oYtMf,0.64,227013,0.469,0O4dnQqbR3yUZSqu8oYtMf,0.000453,7,0.0711,-8.718,1,0.0412,0,90.001,3,https://api.spotify.com/v1/tracks/0O4dnQqbR3yUZSqu8oYtMf,audio_features,spotify:track:0O4dnQqbR3yUZSqu8oYtMf,0.305
0.338,https://api.spotify.com/v1/audio-analysis/7KjfifeaIx10XJTnAgWtlr,0.429,183741,0.363,7KjfifeaIx10XJTnAgWtlr,0.000343,0,0.128,-7.539,1,0.0327,0,75.483,4,https://api.spotify.com/v1/tracks/7KjfifeaIx10XJTnAgWtlr,audio_features,spotify:track:7KjfifeaIx10XJTnAgWtlr,0.16
0.232,https://api.spotify.com/v1/audio-analysis/4ywQGBqBhvJE8yeFstGIgX,0.647,198352,0.814,4ywQGBqBhvJE8yeFstGIgX,0.000135,8,0.109,-5.874,1,0.0447,0,125.985,4,https://api.spotify.com/v1/tracks/4ywQGBqBhvJE8yeFstGIgX,audio_features,spotify:track:4ywQGBqBhvJE8yeFstGIgX,0.477
0.0273,https://api.spotify.com/v1/audio-analysis/1c4djybfa6TS07oMspWYfL,0.415,551027,0.581,1c4djybfa6TS07oMspWYfL,0.0,1,0.666,-9.24,1,0.0409,0,145.734,4,https://api.spotify.com/v1/tracks/1c4djybfa6TS07oMspWYfL,audio_features,spotify:track:1c4djybfa6TS07oMspWYfL,0.193
0.133,https://api.spotify.com/v1/audio-analysis/7vNss8vBipzQRhytGjB4tW,0.435,215658,0.74,7vNss8vBipzQRhytGjB4tW,0.0,0,0.0879,-5.706,1,0.0334,0,75.03,4,https://api.spotify.com/v1/tracks/7vNss8vBipzQRhytGjB4tW,audio_features,spotify:track:7vNss8vBipzQRhytGjB4tW,0.308
0.389,https://api.spotify.com/v1/audio-analysis/1GQsaKKI0ZJJPI5Zsop20u,0.506,307027,0.505,1GQsaKKI0ZJJPI5Zsop20u,1.2e-06,0,0.0843,-7.77,1,0.031,0,141.834,4,https://api.spotify.com/v1/tracks/1GQsaKKI0ZJJPI5Zsop20u,audio_features,spotify:track:1GQsaKKI0ZJJPI5Zsop20u,0.264
0.188,https://api.spotify.com/v1/audio-analysis/2fLm3XEZnGnsw0caZh8v8T,0.356,271920,0.552,2fLm3XEZnGnsw0caZh8v8T,0.0,4,0.112,-6.059,1,0.0295,0,145.982,4,https://api.spotify.com/v1/tracks/2fLm3XEZnGnsw0caZh8v8T,audio_features,spotify:track:2fLm3XEZnGnsw0caZh8v8T,0.208
0.705,https://api.spotify.com/v1/audio-analysis/2q0UHOP7ePGLcqjwF9wBSV,0.283,236880,0.246,2q0UHOP7ePGLcqjwF9wBSV,4.42e-05,5,0.111,-10.997,1,0.0367,0,127.567,4,https://api.spotify.com/v1/tracks/2q0UHOP7ePGLcqjwF9wBSV,audio_features,spotify:track:2q0UHOP7ePGLcqjwF9wBSV,0.078
0.249,https://api.spotify.com/v1/audio-analysis/4rFKp5rDJS3bldnga3QDLY,0.656,197000,0.7,4rFKp5rDJS3bldnga3QDLY,0.0,4,0.221,-7.176,0,0.0431,0,100.01,4,https://api.spotify.com/v1/tracks/4rFKp5rDJS3bldnga3QDLY,audio_features,spotify:track:4rFKp5rDJS3bldnga3QDLY,0.293
0.146,https://api.spotify.com/v1/audio-analysis/7Dp0unlUzhQtk60rVq5mMC,0.309,422333,0.613,7Dp0unlUzhQtk60rVq5mMC,0.00136,9,0.0811,-8.119,0,0.0375,0,137.38,4,https://api.spotify.com/v1/tracks/7Dp0unlUzhQtk60rVq5mMC,audio_features,spotify:track:7Dp0unlUzhQtk60rVq5mMC,0.147
0.0328,https://api.spotify.com/v1/audio-analysis/3QbArKinPnaZhqt6ZWtGiN,0.422,245000,0.677,3QbArKinPnaZhqt6ZWtGiN,0.0,1,0.115,-6.289,0,0.0359,0,141.606,4,https://api.spotify.com/v1/tracks/3QbArKinPnaZhqt6ZWtGiN,audio_features,spotify:track:3QbArKinPnaZhqt6ZWtGiN,0.269
0.352,https://api.spotify.com/v1/audio-analysis/33zcmmElV1YbRZe57biUjg,0.746,179693,0.703,33zcmmElV1YbRZe57biUjg,0.0,4,0.331,-4.179,0,0.107,0,166.043,4,https://api.spotify.com/v1/tracks/33zcmmElV1YbRZe57biUjg,audio_features,spotify:track:33zcmmElV1YbRZe57biUjg,0.667
0.0998,https://api.spotify.com/v1/audio-analysis/6SkHm6poyKfzV6kc9any8k,0.694,189493,0.63,6SkHm6poyKfzV6kc9any8k,0.000635,7,0.12,-6.84,0,0.162,0,90.045,4,https://api.spotify.com/v1/tracks/6SkHm6poyKfzV6kc9any8k,audio_features,spotify:track:6SkHm6poyKfzV6kc9any8k,0.341
0.0141,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,0.817,210368,0.539,116H0KvKr2Zl4RPuVBruDO,0.000496,6,0.099,-6.349,0,0.0621,0,97.062,4,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,audio_features,spotify:track:116H0KvKr2Zl4RPuVBruDO,0.158
0.0167,https://api.spotify.com/v1/audio-analysis/4W3FJapn5CD6Fnrlfj4HFe,0.825,173366,0.771,4W3FJapn5CD6Fnrlfj4HFe,2.04e-06,1,0.0901,-4.116,1,0.0804,0,102.927,4,https://api.spotify.com/v1/tracks/4W3FJapn5CD6Fnrlfj4HFe,audio_features,spotify:track:4W3FJapn5CD6Fnrlfj4HFe,0.718
0.3,https://api.spotify.com/v1/audio-analysis/0HWFtHGKJeq4fhCA1fBsgr,0.973,147840,0.59,0HWFtHGKJeq4fhCA1fBsgr,0.0775,1,0.346,-7.619,1,0.201,0,124.995,4,https://api.spotify.com/v1/tracks/0HWFtHGKJeq4fhCA1fBsgr,audio_features,spotify:track:0HWFtHGKJeq4fhCA1fBsgr,0.755
0.0983,https://api.spotify.com/v1/audio-analysis/4nyrDQ6tZUXZSfZE2c1vIK,0.83,185282,0.497,4nyrDQ6tZUXZSfZE2c1vIK,0.0,1,0.0906,-6.94,1,0.052,0,127.965,4,https://api.spotify.com/v1/tracks/4nyrDQ6tZUXZSfZE2c1vIK,audio_features,spotify:track:4nyrDQ6tZUXZSfZE2c1vIK,0.634
0.0145,https://api.spotify.com/v1/audio-analysis/3LsGTCmL6WDVBuxlTarNLa,0.455,211653,0.669,3LsGTCmL6WDVBuxlTarNLa,0.0,5,0.156,-6.258,0,0.0474,0,125.69,3,https://api.spotify.com/v1/tracks/3LsGTCmL6WDVBuxlTarNLa,audio_features,spotify:track:3LsGTCmL6WDVBuxlTarNLa,0.477
0.0348,https://api.spotify.com/v1/audio-analysis/4TwIbmabI2R5XUhqptk6Ev,0.823,235720,0.63,4TwIbmabI2R5XUhqptk6Ev,6.72e-06,7,0.0964,-3.932,1,0.0797,0,100.04,4,https://api.spotify.com/v1/tracks/4TwIbmabI2R5XUhqptk6Ev,audio_features,spotify:track:4TwIbmabI2R5XUhqptk6Ev,0.184
0.0557,https://api.spotify.com/v1/audio-analysis/3d0j5Tkx2Yum7FhMvJZe85,0.687,199231,0.766,3d0j5Tkx2Yum7FhMvJZe85,0.00107,11,0.146,-6.08,1,0.054,0,94.973,4,https://api.spotify.com/v1/tracks/3d0j5Tkx2Yum7FhMvJZe85,audio_features,spotify:track:3d0j5Tkx2Yum7FhMvJZe85,0.303
0.00923,https://api.spotify.com/v1/audio-analysis/1EXotCuzdXR34W1MoP6Um7,0.576,204067,0.443,1EXotCuzdXR34W1MoP6Um7,1.88e-06,4,0.124,-7.477,0,0.0754,0,180.08,3,https://api.spotify.com/v1/tracks/1EXotCuzdXR34W1MoP6Um7,audio_features,spotify:track:1EXotCuzdXR34W1MoP6Um7,0.452
0.117,https://api.spotify.com/v1/audio-analysis/5MS3LTJ8zXkxMobDgFhvMC,0.695,243487,0.884,5MS3LTJ8zXkxMobDgFhvMC,0.0,0,0.104,-6.279,1,0.131,0,74.992,4,https://api.spotify.com/v1/tracks/5MS3LTJ8zXkxMobDgFhvMC,audio_features,spotify:track:5MS3LTJ8zXkxMobDgFhvMC,0.854
0.0655,https://api.spotify.com/v1/audio-analysis/4Vi1iO70GCCp51DnyUnqJC,0.808,171971,0.745,4Vi1iO70GCCp51DnyUnqJC,7.9e-05,5,0.104,-5.101,0,0.0649,0,95.022,4,https://api.spotify.com/v1/tracks/4Vi1iO70GCCp51DnyUnqJC,audio_features,spotify:track:4Vi1iO70GCCp51DnyUnqJC,0.52
0.716,https://api.spotify.com/v1/audio-analysis/4glDjeIwMMMfU9jw2vYRpL,0.722,210865,0.584,4glDjeIwMMMfU9jw2vYRpL,0.000321,11,0.115,-8.467,0,0.318,0,169.978,4,https://api.spotify.com/v1/tracks/4glDjeIwMMMfU9jw2vYRpL,audio_features,spotify:track:4glDjeIwMMMfU9jw2vYRpL,0.646
0.107,https://api.spotify.com/v1/audio-analysis/3sZB7cAJkbVkeWz1dMJ2Sy,0.398,202373,0.66,3sZB7cAJkbVkeWz1dMJ2Sy,0.0,1,0.121,-5.626,0,0.12,0,83.828,4,https://api.spotify.com/v1/tracks/3sZB7cAJkbVkeWz1dMJ2Sy,audio_features,spotify:track:3sZB7cAJkbVkeWz1dMJ2Sy,0.719
0.235,https://api.spotify.com/v1/audio-analysis/5vnpANH92iEajvGwE2oQ6r,0.701,223583,0.512,5vnpANH92iEajvGwE2oQ6r,5.07e-06,0,0.135,-6.869,0,0.0969,0,91.947,4,https://api.spotify.com/v1/tracks/5vnpANH92iEajvGwE2oQ6r,audio_features,spotify:track:5vnpANH92iEajvGwE2oQ6r,0.663
0.00397,https://api.spotify.com/v1/audio-analysis/6rrP1mBTbBkJCP7FsBe0SM,0.812,162733,0.748,6rrP1mBTbBkJCP7FsBe0SM,0.0,5,0.174,-5.959,0,0.139,0,132.035,4,https://api.spotify.com/v1/tracks/6rrP1mBTbBkJCP7FsBe0SM,audio_features,spotify:track:6rrP1mBTbBkJCP7FsBe0SM,0.158
0.0526,https://api.spotify.com/v1/audio-analysis/0k9Dqeik4DvPIbaOHglvFS,0.659,157461,0.734,0k9Dqeik4DvPIbaOHglvFS,2.48e-06,10,0.242,-4.008,1,0.046,0,161.971,4,https://api.spotify.com/v1/tracks/0k9Dqeik4DvPIbaOHglvFS,audio_features,spotify:track:0k9Dqeik4DvPIbaOHglvFS,0.346
0.232,https://api.spotify.com/v1/audio-analysis/7LAK1HqDfxTt7HvSJ0px2M,0.705,170998,0.778,7LAK1HqDfxTt7HvSJ0px2M,0.0,9,0.244,-4.101,0,0.177,0,160.099,4,https://api.spotify.com/v1/tracks/7LAK1HqDfxTt7HvSJ0px2M,audio_features,spotify:track:7LAK1HqDfxTt7HvSJ0px2M,0.709
0.0255,https://api.spotify.com/v1/audio-analysis/5KOWiETj1KBUUe1oMohuHX,0.723,188440,0.687,5KOWiETj1KBUUe1oMohuHX,0.000207,11,0.124,-4.632,0,0.2,0,173.747,4,https://api.spotify.com/v1/tracks/5KOWiETj1KBUUe1oMohuHX,audio_features,spotify:track:5KOWiETj1KBUUe1oMohuHX,0.777
0.0257,https://api.spotify.com/v1/audio-analysis/5EE4UWNUvVKPWSwnvtMn3J,0.928,253714,0.402,5EE4UWNUvVKPWSwnvtMn3J,0.0,8,0.0804,-7.569,0,0.451,0,139.998,4,https://api.spotify.com/v1/tracks/5EE4UWNUvVKPWSwnvtMn3J,audio_features,spotify:track:5EE4UWNUvVKPWSwnvtMn3J,0.62
0.902,https://api.spotify.com/v1/audio-analysis/34jrXQENVMzhDQHmjOJpA1,0.465,272000,0.675,34jrXQENVMzhDQHmjOJpA1,0.267,10,0.11,-7.555,1,0.0485,0,119.941,4,https://api.spotify.com/v1/tracks/34jrXQENVMzhDQHmjOJpA1,audio_features,spotify:track:34jrXQENVMzhDQHmjOJpA1,0.129
0.571,https://api.spotify.com/v1/audio-analysis/66ddt3E6KGEpRhJVchDnz3,0.632,174000,0.652,66ddt3E6KGEpRhJVchDnz3,0.85,4,0.194,-10.558,1,0.0302,0,115.031,4,https://api.spotify.com/v1/tracks/66ddt3E6KGEpRhJVchDnz3,audio_features,spotify:track:66ddt3E6KGEpRhJVchDnz3,0.594
0.921,https://api.spotify.com/v1/audio-analysis/0rmMciOccq9HDXeKOfkABd,0.471,209573,0.179,0rmMciOccq9HDXeKOfkABd,0.0,9,0.101,-10.273,1,0.089,0,174.273,4,https://api.spotify.com/v1/tracks/0rmMciOccq9HDXeKOfkABd,audio_features,spotify:track:0rmMciOccq9HDXeKOfkABd,0.194
0.0857,https://api.spotify.com/v1/audio-analysis/2ZZ740IbT60P05sDmBmQLy,0.871,202755,0.545,2ZZ740IbT60P05sDmBmQLy,0.000499,0,0.0756,-6.466,0,0.0625,0,96.035,4,https://api.spotify.com/v1/tracks/2ZZ740IbT60P05sDmBmQLy,audio_features,spotify:track:2ZZ740IbT60P05sDmBmQLy,0.415
0.0646,https://api.spotify.com/v1/audio-analysis/2LGR3T1xZwuELcOi6DpMXY,0.829,178010,0.606,2LGR3T1xZwuELcOi6DpMXY,0.391,5,0.281,-7.093,1,0.149,0,118.051,4,https://api.spotify.com/v1/tracks/2LGR3T1xZwuELcOi6DpMXY,audio_features,spotify:track:2LGR3T1xZwuELcOi6DpMXY,0.732
0.149,https://api.spotify.com/v1/audio-analysis/3TqVwe3IkJGvnFpbYvh9pu,0.837,169251,0.649,3TqVwe3IkJGvnFpbYvh9pu,7.63e-05,11,0.103,-5.26,0,0.192,0,164.002,4,https://api.spotify.com/v1/tracks/3TqVwe3IkJGvnFpbYvh9pu,audio_features,spotify:track:3TqVwe3IkJGvnFpbYvh9pu,0.948
0.137,https://api.spotify.com/v1/audio-analysis/4cfoVJxpHqUqTvBrG1RTyi,0.817,220827,0.635,4cfoVJxpHqUqTvBrG1RTyi,7.85e-06,5,0.245,-5.719,0,0.138,0,103.029,4,https://api.spotify.com/v1/tracks/4cfoVJxpHqUqTvBrG1RTyi,audio_features,spotify:track:4cfoVJxpHqUqTvBrG1RTyi,0.777
0.172,https://api.spotify.com/v1/audio-analysis/7ATATJztoWLcqDAcVVof0C,0.635,217822,0.902,7ATATJztoWLcqDAcVVof0C,0.0,0,0.125,-3.559,1,0.109,0,102.063,4,https://api.spotify.com/v1/tracks/7ATATJztoWLcqDAcVVof0C,audio_features,spotify:track:7ATATJztoWLcqDAcVVof0C,0.286
0.099,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,0.816,253390,0.726,58q2HKrzhC3ozto2nDdN4z,0.0,5,0.372,-3.998,0,0.129,0,136.048,4,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,audio_features,spotify:track:58q2HKrzhC3ozto2nDdN4z,0.65
0.267,https://api.spotify.com/v1/audio-analysis/3clw56k8jqFaXnwdejV4Yo,0.815,217652,0.626,3clw56k8jqFaXnwdejV4Yo,1.31e-05,6,0.275,-5.139,1,0.103,0,109.989,4,https://api.spotify.com/v1/tracks/3clw56k8jqFaXnwdejV4Yo,audio_features,spotify:track:3clw56k8jqFaXnwdejV4Yo,0.571
0.0749,https://api.spotify.com/v1/audio-analysis/08d7h5o87QHdxIJ8qwgvgh,0.736,185744,0.906,08d7h5o87QHdxIJ8qwgvgh,0.000123,4,0.12,-1.49,0,0.0566,0,93.013,4,https://api.spotify.com/v1/tracks/08d7h5o87QHdxIJ8qwgvgh,audio_features,spotify:track:08d7h5o87QHdxIJ8qwgvgh,0.611
0.266,https://api.spotify.com/v1/audio-analysis/2wRkBumdItthjYP9XknImg,0.817,215151,0.74,2wRkBumdItthjYP9XknImg,0.0,11,0.0992,-4.566,0,0.283,0,130.04,4,https://api.spotify.com/v1/tracks/2wRkBumdItthjYP9XknImg,audio_features,spotify:track:2wRkBumdItthjYP9XknImg,0.674
0.153,https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,0.841,212500,0.798,4w8niZpiMy6qz1mntFA5uM,3.33e-06,1,0.0618,-4.206,0,0.229,0,95.948,4,https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM,audio_features,spotify:track:4w8niZpiMy6qz1mntFA5uM,0.591
0.398,https://api.spotify.com/v1/audio-analysis/3whrwq4DtvucphBPUogRuJ,0.751,199095,0.579,3whrwq4DtvucphBPUogRuJ,2.28e-05,2,0.133,-4.036,1,0.0321,0,105.031,4,https://api.spotify.com/v1/tracks/3whrwq4DtvucphBPUogRuJ,audio_features,spotify:track:3whrwq4DtvucphBPUogRuJ,0.349
0.00245,https://api.spotify.com/v1/audio-analysis/0qobkldTOAi5qGqJ75HNAK,0.695,166253,0.818,0qobkldTOAi5qGqJ75HNAK,3.36e-06,6,0.305,-5.532,0,0.0482,0,102.976,4,https://api.spotify.com/v1/tracks/0qobkldTOAi5qGqJ75HNAK,audio_features,spotify:track:0qobkldTOAi5qGqJ75HNAK,0.599
0.00323,https://api.spotify.com/v1/audio-analysis/4me6TesoctEbADKuxBElks,0.543,234373,0.847,4me6TesoctEbADKuxBElks,0.0,9,0.0551,-3.574,1,0.0659,0,92.046,4,https://api.spotify.com/v1/tracks/4me6TesoctEbADKuxBElks,audio_features,spotify:track:4me6TesoctEbADKuxBElks,0.65
0.0299,https://api.spotify.com/v1/audio-analysis/5Vb3pAYj7qmSXpEEkc70Wp,0.86,135023,0.693,5Vb3pAYj7qmSXpEEkc70Wp,2.12e-05,4,0.322,-8.082,0,0.0989,0,119.977,4,https://api.spotify.com/v1/tracks/5Vb3pAYj7qmSXpEEkc70Wp,audio_features,spotify:track:5Vb3pAYj7qmSXpEEkc70Wp,0.357
0.271,https://api.spotify.com/v1/audio-analysis/6TvmzWAMKa6yIYUht95yP0,0.841,193846,0.841,6TvmzWAMKa6yIYUht95yP0,2.6e-05,9,0.108,-4.288,1,0.0633,0,104.01,4,https://api.spotify.com/v1/tracks/6TvmzWAMKa6yIYUht95yP0,audio_features,spotify:track:6TvmzWAMKa6yIYUht95yP0,0.823
0.425,https://api.spotify.com/v1/audio-analysis/0YNZO6VgdOUDvB5T2yMGnL,0.777,208800,0.546,0YNZO6VgdOUDvB5T2yMGnL,0.0,7,0.0809,-9.504,1,0.207,0,147.173,4,https://api.spotify.com/v1/tracks/0YNZO6VgdOUDvB5T2yMGnL,audio_features,spotify:track:0YNZO6VgdOUDvB5T2yMGnL,0.952
0.102,https://api.spotify.com/v1/audio-analysis/1l89iNLbzfFN9TsWJORolB,0.84,211438,0.789,1l89iNLbzfFN9TsWJORolB,0.0,1,0.309,-4.695,0,0.0949,0,92.018,4,https://api.spotify.com/v1/tracks/1l89iNLbzfFN9TsWJORolB,audio_features,spotify:track:1l89iNLbzfFN9TsWJORolB,0.619
0.181,https://api.spotify.com/v1/audio-analysis/6XlSyYFTU1nodeWwwzVgTV,0.831,202853,0.713,6XlSyYFTU1nodeWwwzVgTV,0.0,1,0.0572,-3.646,0,0.094,0,132.109,4,https://api.spotify.com/v1/tracks/6XlSyYFTU1nodeWwwzVgTV,audio_features,spotify:track:6XlSyYFTU1nodeWwwzVgTV,0.69
0.0797,https://api.spotify.com/v1/audio-analysis/1gxrzphu3xwlZAQhtvNBMK,0.825,198387,0.481,1gxrzphu3xwlZAQhtvNBMK,0.0,2,0.239,-8.6,1,0.0396,0,121.046,4,https://api.spotify.com/v1/tracks/1gxrzphu3xwlZAQhtvNBMK,audio_features,spotify:track:1gxrzphu3xwlZAQhtvNBMK,0.761
0.235,https://api.spotify.com/v1/audio-analysis/1iKMpywaaihrz8gqaRqzp1,0.682,224413,0.751,1iKMpywaaihrz8gqaRqzp1,0.0,8,0.11,-5.812,0,0.0675,0,129.937,4,https://api.spotify.com/v1/tracks/1iKMpywaaihrz8gqaRqzp1,audio_features,spotify:track:1iKMpywaaihrz8gqaRqzp1,0.708
0.00694,https://api.spotify.com/v1/audio-analysis/23TRtzNuTqGJN8AvPF9hv1,0.799,218448,0.616,23TRtzNuTqGJN8AvPF9hv1,0.00237,5,0.283,-4.599,0,0.0415,0,127.023,4,https://api.spotify.com/v1/tracks/23TRtzNuTqGJN8AvPF9hv1,audio_features,spotify:track:23TRtzNuTqGJN8AvPF9hv1,0.697
0.108,https://api.spotify.com/v1/audio-analysis/1GXwLx1iRQWDiyC8lxzTbL,0.703,133120,0.617,1GXwLx1iRQWDiyC8lxzTbL,5.61e-05,7,0.271,-8.732,1,0.0731,0,123.159,4,https://api.spotify.com/v1/tracks/1GXwLx1iRQWDiyC8lxzTbL,audio_features,spotify:track:1GXwLx1iRQWDiyC8lxzTbL,0.435
0.165,https://api.spotify.com/v1/audio-analysis/4QtiVmuA88tPQiCOHZuQ5b,0.792,201526,0.895,4QtiVmuA88tPQiCOHZuQ5b,0.0,1,0.0501,-3.112,0,0.0589,0,94.968,4,https://api.spotify.com/v1/tracks/4QtiVmuA88tPQiCOHZuQ5b,audio_features,spotify:track:4QtiVmuA88tPQiCOHZuQ5b,0.794
0.0983,https://api.spotify.com/v1/audio-analysis/0CYLDwvvpJQySLA5CvqvSl,0.596,216689,0.557,0CYLDwvvpJQySLA5CvqvSl,0.0,1,0.0565,-7.522,0,0.134,0,133.247,5,https://api.spotify.com/v1/tracks/0CYLDwvvpJQySLA5CvqvSl,audio_features,spotify:track:0CYLDwvvpJQySLA5CvqvSl,0.661
0.0705,https://api.spotify.com/v1/audio-analysis/2VVqxQhALecXvaArlZSVXr,0.746,226184,0.738,2VVqxQhALecXvaArlZSVXr,0.0,9,0.043,-3.67,1,0.207,0,94.808,4,https://api.spotify.com/v1/tracks/2VVqxQhALecXvaArlZSVXr,audio_features,spotify:track:2VVqxQhALecXvaArlZSVXr,0.63
0.0079,https://api.spotify.com/v1/audio-analysis/6fXcO9KlWgg4zAgEHDg84i,0.493,215004,0.825,6fXcO9KlWgg4zAgEHDg84i,0.0,8,0.129,-4.056,1,0.0798,0,99.866,4,https://api.spotify.com/v1/tracks/6fXcO9KlWgg4zAgEHDg84i,audio_features,spotify:track:6fXcO9KlWgg4zAgEHDg84i,0.621
0.0429,https://api.spotify.com/v1/audio-analysis/4gCnKcHk9OC58INnWCWFu2,0.836,175240,0.725,4gCnKcHk9OC58INnWCWFu2,0.0,7,0.108,-5.445,0,0.0571,0,126.035,4,https://api.spotify.com/v1/tracks/4gCnKcHk9OC58INnWCWFu2,audio_features,spotify:track:4gCnKcHk9OC58INnWCWFu2,0.76
0.00436,https://api.spotify.com/v1/audio-analysis/1VNYba9ONwMhB32QdqU0ms,0.701,161093,0.779,1VNYba9ONwMhB32QdqU0ms,0.0,11,0.121,-4.657,0,0.0647,0,119.974,4,https://api.spotify.com/v1/tracks/1VNYba9ONwMhB32QdqU0ms,audio_features,spotify:track:1VNYba9ONwMhB32QdqU0ms,0.451
0.149,https://api.spotify.com/v1/audio-analysis/3Aisht63nuyccguwcW3ek5,0.871,182225,0.563,3Aisht63nuyccguwcW3ek5,0.0,10,0.0568,-8.329,0,0.0795,0,91.998,4,https://api.spotify.com/v1/tracks/3Aisht63nuyccguwcW3ek5,audio_features,spotify:track:3Aisht63nuyccguwcW3ek5,0.62
0.0507,https://api.spotify.com/v1/audio-analysis/0IfyEwBIhH64zdIHoKOFys,0.65,215422,0.801,0IfyEwBIhH64zdIHoKOFys,0.0,7,0.0645,-5.407,0,0.0723,0,166.16,4,https://api.spotify.com/v1/tracks/0IfyEwBIhH64zdIHoKOFys,audio_features,spotify:track:0IfyEwBIhH64zdIHoKOFys,0.74
0.265,https://api.spotify.com/v1/audio-analysis/1FjHxl8B28sXj7eVfxdST4,0.784,196018,0.437,1FjHxl8B28sXj7eVfxdST4,6.98e-05,5,0.126,-7.868,1,0.0509,0,90.003,4,https://api.spotify.com/v1/tracks/1FjHxl8B28sXj7eVfxdST4,audio_features,spotify:track:1FjHxl8B28sXj7eVfxdST4,0.47
0.133,https://api.spotify.com/v1/audio-analysis/5wV6xSCqRD8kqV6daq7S7w,0.494,204453,0.729,5wV6xSCqRD8kqV6daq7S7w,0.0,2,0.143,-4.934,1,0.161,0,78.833,4,https://api.spotify.com/v1/tracks/5wV6xSCqRD8kqV6daq7S7w,audio_features,spotify:track:5wV6xSCqRD8kqV6daq7S7w,0.421
0.0199,https://api.spotify.com/v1/audio-analysis/50pp54CT6ED3UcAa6D4jZh,0.561,229038,0.58,50pp54CT6ED3UcAa6D4jZh,0.0,5,0.0619,-5.612,1,0.0414,0,84.98,4,https://api.spotify.com/v1/tracks/50pp54CT6ED3UcAa6D4jZh,audio_features,spotify:track:50pp54CT6ED3UcAa6D4jZh,0.294
0.369,https://api.spotify.com/v1/audio-analysis/5vad0eq5x3f3rtRlo8GnL4,0.483,191907,0.685,5vad0eq5x3f3rtRlo8GnL4,0.0,10,0.0817,-3.232,0,0.174,0,185.502,4,https://api.spotify.com/v1/tracks/5vad0eq5x3f3rtRlo8GnL4,audio_features,spotify:track:5vad0eq5x3f3rtRlo8GnL4,0.546
0.0762,https://api.spotify.com/v1/audio-analysis/2qrv19NlDX5H67XZR1QCcn,0.62,237861,0.823,2qrv19NlDX5H67XZR1QCcn,3.13e-05,5,0.112,-2.436,1,0.0567,0,175.921,4,https://api.spotify.com/v1/tracks/2qrv19NlDX5H67XZR1QCcn,audio_features,spotify:track:2qrv19NlDX5H67XZR1QCcn,0.404
0.0185,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,0.704,217289,0.859,3Vo4wInECJQuz9BIBMOu8i,0.0,5,0.0215,-4.877,0,0.0996,0,105.115,4,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,audio_features,spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.926
0.586,https://api.spotify.com/v1/audio-analysis/6pG8mlZHcSt14eQCOQxA2N,0.633,202574,0.765,6pG8mlZHcSt14eQCOQxA2N,6.89e-05,1,0.0966,-5.732,1,0.0474,0,100.934,4,https://api.spotify.com/v1/tracks/6pG8mlZHcSt14eQCOQxA2N,audio_features,spotify:track:6pG8mlZHcSt14eQCOQxA2N,0.489
